source-id	variable	other_conditions	treatment_dates	duration_months	unit	treatment mean_orig	treatment mean	control mean	treatment SD	control SD	treatment n	control n
Yin HJ etal 2012_Effects of experimental warming on soil N transformations of two coniferous species, Eastern Tibetan Plateau, China	soil_inorganic_N	A. faxoniana 	April 2007 to Jul 2010	39	mg/kg soil	22.349	22.349	31.611	6.443	9.262	4.0	4.0
Yin HJ etal 2012_Effects of experimental warming on soil N transformations of two coniferous species, Eastern Tibetan Plateau, China	soil_inorganic_N	A. faxoniana 	April 2007 to Sep 2010	41	mg/kg soil	32.013	32.013	23.557	1.611	2.416	4.0	4.0
Yin HJ etal 2012_Effects of experimental warming on soil N transformations of two coniferous species, Eastern Tibetan Plateau, China	soil_inorganic_N	P. asperata 	April 2007 to May 2010	37	mg/kg soil	30	30.0	29.396	4.027	3.221	4.0	4.0
Yin HJ etal 2012_Effects of experimental warming on soil N transformations of two coniferous species, Eastern Tibetan Plateau, China	soil_inorganic_N	P. asperata 	April 2007 to Jul 2010	39	mg/kg soil	46.309	46.309	48.524	8.859	8.456	4.0	4.0
Yin HJ etal 2012_Effects of experimental warming on soil N transformations of two coniferous species, Eastern Tibetan Plateau, China	soil_inorganic_N	P. asperata 	April 2007 to Sep 2010	41	mg/kg soil	19.732	19.732	17.315	2.014	4.027	4.0	4.0
Zhang W etal 2005_Soil microbial responses to experimental warming and clipping in a tallgrass prairie	soil_inorganic_N		Nov. 1999-Sep. 2001	22	mg/kg	8.30508(mg/kg)	8.30508	11.6525	5.137470541	4.770587539	3.0	3.0
Zhang W etal 2005_Soil microbial responses to experimental warming and clipping in a tallgrass prairie	soil_inorganic_N		Nov. 1999-May. 2002	30	mg/kg	13.4746	13.4746	14.322	5.116347139	5.400774986	5.0	5.0
Zhang W etal 2005_Soil microbial responses to experimental warming and clipping in a tallgrass prairie	soil_inorganic_N		Nov. 1999-Sep. 200	34	mg/kg	7.62712	7.62712	8.55932	2.46345373	4.737512503	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Jun.1991	5	mg NH4-N/g	14.36mgNH4-N/g	14.36	10.2	11.87352096	8.752325853	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Aug.1991	7	mg NH4-N/g	7.797	7.797	9.313	4.91934955	8.29517292	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Jun.1992	17	mg NH4-N/g	16.17	16.17	18.93	5.634891303	8.213322393	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Aug.1992	19	mg NH4-N/g	6.262	6.262	7.132	3.219937888	3.499116148	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Jun.1994	41	mg NH4-N/g	3.82	3.82	5.02	3.667151483	2.317126774	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Aug.1994	43	mg NH4-N/g	8.034	8.034	9.874	6.775285972	9.266459102	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Jun.1991	5	mg NH4-N/g	9.78	9.78	8.81	8.206369477	6.588755158	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Aug.1991	7	mg NH4-N/g	12.77	12.77	4.76	12.07476708	5.837792614	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Jun.1992	17	mg NH4-N/g	19.3	19.3	20.27	6.171547618	9.614086099	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Aug.1992	19	mg NH4-N/g	7.998	7.998	6.079	7.289581607	1.862946538	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Jun.1994	41	mg NH4-N/g	12.57	12.57	9.06	16.30093556	14.77703666	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Aug.1994	43	mg NH4-N/g	7.954	7.954	5.213	3.778954882	3.285281272	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Aug.1991	7	mgNO3-N/g	0.08mgNO3-N/g	0.08	0.16	0.067082039	0.0129501	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Jun.1992	17	mgNO3-N/g	1.32	1.32	0.45	1.296919427	0.125270607	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Aug.1992	19	mgNO3-N/g	0.66	0.66	0.83	0.402492236	0.228392193	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Jun.1994	41	mgNO3-N/g	0.46	0.46	0.47	0.268328157	0.056980441	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	xeric site	Jan.1991-Aug.1994	43	mgNO3-N/g	6.62	6.62	4.87	2.482035455	3.024859584	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Jun.1991	5	mgNO3-N/g	0.97	0.97	2.34	0.715541753	0.482161296	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Aug.1991	7	mgNO3-N/g	0.46	0.46	0.37	0.491934955	0.091179497	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Jun.1992	17	mgNO3-N/g	0.37	0.37	0.38	0.447213595	0.100311046	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Aug.1992	19	mgNO3-N/g	0.63	0.63	0.61	0.491934955	0.22444184	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Jun.1994	41	mgNO3-N/g	0.26	0.26	0.54	0.089442719	0.038879068	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_inorganic_N	mesic site	Jan.1991-Aug.1994	43	mgNO3-N/g	4.65	4.65	3.67	1.475804865	1.129789196	5.0	5.0
Verburg PSJ etal 2005_Soil solution and extractable soil nitrogen response to climate change in two boreal forest ecosystems	soil_inorganic_N	covered with roof about 10 years before warming	Apr.1994-Jul.1994	3	mgNH4-N/kg	12.9163(mgNH4-N/kg)	12.9163	13.5697	3.694172763	6.604100665	10.0	10.0
Verburg PSJ etal 2005_Soil solution and extractable soil nitrogen response to climate change in two boreal forest ecosystems	soil_inorganic_N		Apr.1994-Jul.1995	15	mgNH4-N/kg	21.2703(mgNH4-N/kg)	21.2703	23.093	11.88162585	11.62042172	10.0	10.0
Verburg PSJ etal 2005_Soil solution and extractable soil nitrogen response to climate change in two boreal forest ecosystems	soil_inorganic_N		Apr.1994-Jul.1996	3	mgNO3-N/kg	1.66667(mgNO3-N/kg)	1.66667	0.825	0.764196019	1.080455408	10.0	10.0
Verburg PSJ etal 2005_Soil solution and extractable soil nitrogen response to climate change in two boreal forest ecosystems	soil_inorganic_N		Apr.1994-Jul.1997	15	mgNO3-N/kg	2.60833(mgNO3-N/kg)	2.60833	1.10833	1.607512226	0.606113759	10.0	10.0
Hobbie SE etal 1998_Response of tundra plant biomass, aboveground production, nitrogen, and CO(2) flux to experimental warming	soil_inorganic_N		Jun.1990-summer.1992	24	umolNH4-N/bag	3.24(umolNH4-N/bag)	3.24	3.5	1.296919427	1.833575742	5.0	5.0
Hobbie SE etal 1998_Response of tundra plant biomass, aboveground production, nitrogen, and CO(2) flux to experimental warming	soil_inorganic_N		Jun.1990-winter.1993	30	umolNH4-N/bag	8.59(umolNH4-N/bag)	8.59	10.26	0.7308	3.7556	5.0	5.0
Hobbie SE etal 1998_Response of tundra plant biomass, aboveground production, nitrogen, and CO(2) flux to experimental warming	soil_inorganic_N		Jun.1990-summer.1992	24	umolnitrate-N/bag	0.27(umolnitrate-N/bag)	0.27	0.38	0.111803399	0.156524758	5.0	5.0
Hobbie SE etal 1998_Response of tundra plant biomass, aboveground production, nitrogen, and CO(2) flux to experimental warming	soil_inorganic_N		Jun.1990-winter.1992	30	umolnitrate-N/bag	0.35(umolnitrate-N/bag)	0.35	0.36	0.0045	0.0063	5.0	5.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Resin bags under top of organic horizon	 Jun.1981-summer 1988	84	umol Ammonium/bag	7.3(umol Ammonium/bag)	7.3	3.9	13.59794624	2.799577168	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Resin bags under top of organic horizon	Jun.1981-winter 1988	88	umol Ammonium/bag	12.2(umol Ammonium/bag)	12.2	7.6	25.9960737	6.399033527	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Resin bags under top of organic horizon	Jun.1981-winter 1987-1988	76	umol Ammonium/bag	338(umol Ammonium/bag)	338.0	5.3	891.8652978	1.999697977	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Resin bags under top of organic horizon	Jun.1981- summer 1988	84	umol Nitrate/bag	5.8(umol Nitrate/bag)	5.8	4.8	3.599456359	1.199818786	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Resin bags under top of organic horizon	Jun.1981- winter 1988	88	umol Nitrate/bag	15.6(umol Nitrate/bag)	15.6	3.6	50.39238903	3.599456359	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Soil extracts	Jun.1981-1989	98	ug/g soil	3.3Soil extracts (ug/g soil)	3.3	2.2	2.799577168	1.199818786	4.0	4.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_inorganic_N	Soil extracts	Jun.1981-1989	98	ug/g soil	1.4 (ug/g soil)	1.4	1.4	1.199818786	1.599758382	4.0	4.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	heath	Jun.1989-Jun.1991	24	ug N/gSOM	52.9578(ug N/gSOM)	52.9578	55.1864	10.68306075	12.09032501	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	heath	Jun.1989-Sep.1991	27	ug N/gSOM	52.6586	52.6586	60.839	16.37187632	21.36171308	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	heath	Jun.1989-Jun.1991	24	ug N/gSOM	60.6337	60.6337	55.1864	12.8177136	12.09032501	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	heath	Jun.1989-Sep.1991	27	ug N/gSOM	58.8813	58.8813	60.839	11.39771392	21.36171308	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	Fellfield	Jun.1989-Jun.1991	24	ug N/gSOM	29.3505	29.3505	22.1941	6.44804272	6.373099653	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	Fellfield	Jun.1989-Sep.1991	27	ug N/gSOM	52.148	52.148	47.0356	9.109746164	10.9314015	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	Fellfield	Jun.1989-Jun.1991	24	ug N/gSOM	26.3012	26.3012	22.1941	4.61022319	6.373099653	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_inorganic_N	Fellfield	Jun.1989-Sep.1991	27	ug N/gSOM	47.9739	47.9739	47.0356	14.62565387	10.9314015	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N		Feb. 2003 - May 2003	3	ug 10cm-2	51.8203 (ug 10cm–2)	51.8203	69.5981	25.4742531	26.8638157	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N		Feb. 2003 - Aug 2003	6	ug 10cm-2	41.0402	41.0402	32.1513	22.6951279	9.7264484	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N		Feb. 2003 - Oct 2003	8	ug 10cm-2	32.3404	32.3404	21.9385	13.8951362	10.1897992	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N		Feb. 2003 - Dec 2003	10	ug 10cm-2	47.0922	47.0922	25.5319	18.526685	6.9475681	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N		Feb. 2003 - Feb 2004	12	ug 10cm-2	12.2931	12.2931	12.4823	2.7791252	5.0946547	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N	sampling in summer 2004	Feb. 2003 - Feb 2004	12	ug 10cm-2	9.64539	9.64539	17.9669	3.24225559	18.526685	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N	sampling in Fall 2004	Feb. 2003 - Feb 2004	12	ug 10cm-2	25.1537	25.1537	35.5556	15.2844539	26.8635708	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_inorganic_N	 sampling in winter 2004	Feb. 2003 - Feb 2004	12	ug 10cm-2	9.64539	9.64539	11.7258	4.16846739	3.2419862	6.0	6.0
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_inorganic_N	0-5 cm soil	Jan 1994 to Mar 1994	3	mg/kg	2.6 mg/kg	2.6	2.3				
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_inorganic_N	5-10 cm soil	Jan 1994 to Mar 1994	3	mg/kg	2.7	2.7	3.5				
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_inorganic_N	10-20 cm soil	Jan 1994 to Mar 1994	3	mg/kg	2.3	2.3	3				
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_inorganic_N	20-30 cm soil	Jan 1994 to Mar 1994	3	mg/kg	1.9	1.9	2.2				
Xu Z etal 2012_Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming	soil_moisture	2-year old dragon spruce seedlings	Apr.2009-Sep.2009	5	%	27.26(%)	27.26	31.36	2.091	1.309	5.0	5.0
Xu Z etal 2012_Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming	soil_moisture	8-year-old dragon spruce seedlings	Apr.2009-Sep.2009	5	%	27.26	27.26	31.36	2.091	1.309	5.0	5.0
Xu Z etal 2012_Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming	soil_moisture	2-year old dragon spruce seedlings	Apr.2009-Sep.2009	5	%	28.06	28.06	30.82	1.795	1.821	5.0	5.0
Xu Z etal 2012_Short-term responses of Picea asperata seedlings of different ages grown in two contrasting forest ecosystems to experimental warming	soil_moisture	8-year-old dragon spruce seedlings	Apr.2009-Sep.2009	5	%	28.06	28.06	30.82	1.795	1.821	5.0	5.0
Dawes MA etal 2011_Growth and community responses of alpine dwarf shrubs to in situ CO2 enrichment and soil warming	soil_moisture	since Spring, 2007	spring.2007-Aug.2007 	3	% volumetric content	78.754(% volumetric content)	78.754	93.556	22.001	16.198	10.0	10.0
Dawes MA etal 2011_Growth and community responses of alpine dwarf shrubs to in situ CO2 enrichment and soil warming	soil_moisture		spring.2007-Aug.2008	15	% volumetric content	78.997	78.997	87.872	14.629	16.108	10.0	10.0
Dawes MA etal 2011_Growth and community responses of alpine dwarf shrubs to in situ CO2 enrichment and soil warming	soil_moisture		spring.2007-Aug.2009	27	% volumetric content	66.219	66.219	72.144	24.21	29.366	10.0	10.0
Ma L-N etal 2011_The effects of warming and nitrogen addition on soil nitrogen cycling in a temperate grassland, northeastern China	soil_moisture		2006-2007	12	m3/m3	0.074(m3/m3)	0.074	0.086	0.065	0.071	6.0	6.0
Ma L-N etal 2011_The effects of warming and nitrogen addition on soil nitrogen cycling in a temperate grassland, northeastern China	soil_moisture		2006-2008	24	m3/m3	0.1	0.1	0.113	0.073	0.081	6.0	6.0
Ma L-N etal 2011_The effects of warming and nitrogen addition on soil nitrogen cycling in a temperate grassland, northeastern China	soil_moisture		2006-2009	36	m3/m3	0.095	0.095	0.109	0.075	0.083	6.0	6.0
Rui Y etal 2011_Warming and grazing affect soil labile carbon and nitrogen pools differently in an alpine meadow of the Qinghai-Tibet Plateau in China	soil_moisture		May, 2006-Aug. 2009	39	% grav	28.039(% grav)	28.039	42.956	3.713	6.043	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_moisture		Oct. 2009-Nov. 2009	1	%	37.051(%)	37.051	36.221	5.253	7.189	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_moisture		Oct. 2009-Dec. 2009	2	%	36.083	36.083	36.498	5.254	9.401	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_moisture		Oct. 2009-Jan. 2010	3	%	27.926	27.926	42.857	4.977	9.401	4.0	4.0
Xiong P etal 2010_Short-term response of winter soil respiration to simulated warming in a Pinus armandii plantation in the upper reaches of the Minjiang River, China	soil_moisture		Oct. 2009-Mar. 2010	5	%	31.797	31.797	43.134	6.913	13.548	4.0	4.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_moisture		oct. 2008-dec. 2008	2	mm	455.56602(mm)	455.56602	458.86066	6.982424906	5.995671535	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_moisture		oct. 2008-feb. 2009	4	mm	451.0236	451.0236	455.14918	9.915051286	6.966020028	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_moisture		oct. 2008-mar. 2009	5	mm	454.967	454.967	459.09255	8.955733658	8.923121893	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_moisture		oct. 2008-jun. 2009	8	mm	353.091	353.091	362.671	14.83227184	9.919293926	8.0	8.0
Patil RH etal 2010_Effect of soil warming and rainfall patterns on soil N cycling in Northern Europe	soil_moisture		oct. 2008-jul. 2009	9	mm	348.642	348.642	355.286	15.87313302	23.74464571	8.0	8.0
Allison SD etal 2010_Resistance of microbial and soil properties to warming treatment seven years after boreal fire	soil_moisture		2006-2007	12	g/g dry soil	0.513(g/g dry soil)	0.513	0.611	0.126	0.12	7.0	7.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_moisture	0-5cm soil	Apr. 2007-Aug. 2007	4	%	12.247(%)	12.247	13.374	3.301	3.617	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_moisture	0-5cm soil	Apr. 2007-Apr. 2008	12	%	12.146	12.146	13.261	2.738	3.111	5.0	5.0
Dijkstra FA etal 2010_Contrasting effects of elevated CO2 and warming on nitrogen cycling in a semiarid grassland	soil_moisture	0-5cm soil	Apr. 2007-Aug. 2008	16	%	11.982	11.982	13.244	3.009	3.372	5.0	5.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_moisture	Erica multiflora	Mar.1999-Jan.2005	70	% v/ v	17.727(% v/ v)	17.727	18.107	7.409	7.868	6.0	6.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_moisture	spring	Mar.1999-May.2004	62	% v/ v	26.384	26.384	25.752	3.595	3.325	3.0	3.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_moisture	summer	Mar.1999-Jul.2004	64	% v/ v	11.297	11.297	10.687	1.64	1.524	3.0	3.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_moisture	autumn	Mar.1999-Oct.2004	67	% v/ v	10.758	10.758	10.013	2.461	1.523	3.0	3.0
Sardans J etal 2008_Changes in soil enzymes related to C and N cycle and in soil C and N content under prolonged warming and drought in a Mediterranean shrubland	soil_moisture	winter	Mar.1999-Jan.2005	70	% v/ v	11.032	11.032	15.701	8.44	8.323	3.0	3.0
Rinnan R etal 2008_Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem	soil_moisture	0-5 cm soil	1999-Aug.2005	84	grav%	381(grav%)	381.0	360	122.474	75.934	6.0	6.0
Rinnan R etal 2008_Effects of litter addition and warming on soil carbon, nutrient pools and microbial communities in a subarctic heath ecosystem	soil_moisture	5-10 cm soil	1999-Aug.2005	84	grav%	365	365.0	357	83.283	73.485	6.0	6.0
Rinnan R etal 2007_Mineralization and carbon turnover in subarctic heath soil as affected by warming and additional litter	soil_moisture	Carex capillaris	1999-2005	84	grav %	388(grav %)	388.0	379	101.654	80.833	6.0	6.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_moisture		Feb 2002-spring 2004 	24	soil water potential kPa	-104.5(soil water potential kPa)	-104.5	-97.2	37.239	30.138	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_moisture		Feb 2002-spring 2005 	36	soil water potential kPa	-41.2	-41.2	-29.4	14.03	10.046	3.0	3.0
Hovenden MJ etal 2008_Warming prevents the elevated CO2-induced reduction in available soil nitrogen in a temperate, perennial grassland	soil_moisture		Feb 2002-spring 2006	48	soil water potential kPa	-132.1	-132.1	-164.4	57.504	59.756	3.0	3.0
Wang ZW etal 2011_Influence of increasing temperature and nitrogen input on greenhouse gas emissions from a desert steppe soil in Inner Mongolia	soil_moisture	spring	Jun. 2006-May. 2007	11	m3/m3	0.074(m3/m3)	0.074	0.064	0.008	0.018	3.0	3.0
Wang ZW etal 2011_Influence of increasing temperature and nitrogen input on greenhouse gas emissions from a desert steppe soil in Inner Mongolia	soil_moisture	summer	Jun. 2006-Aug. 2007	14	m3/m3	0.081	0.081	0.064	0.012	0.02	3.0	3.0
Wang ZW etal 2011_Influence of increasing temperature and nitrogen input on greenhouse gas emissions from a desert steppe soil in Inner Mongolia	soil_moisture	autumn	Jun. 2006-Nov. 2007	17	m3/m3	0.053	0.053	0.042	0.009	0.016	3.0	3.0
Wang ZW etal 2011_Influence of increasing temperature and nitrogen input on greenhouse gas emissions from a desert steppe soil in Inner Mongolia	soil_moisture	winter	Jun. 2006-Feb. 2007	8	m3/m3	0.012	0.012	0.005	0.004	0.005	3.0	3.0
Yin H etal 2012_Nitrogen transformation in the rhizospheres of two subalpine coniferous species under experimental warming	soil_moisture	P. asperata	Apr.2007 to Jul.2007	15	%	25.394(%)	25.394	26.396	7.913	8.036	5.0	5.0
Wan SQ etal 2005_Direct and indirect effects of experimental warming on ecosystem carbon processes in a tallgrass prairie	soil_moisture		Nov. 1999-Jan. 2001	14	%DW	21.7(%DW)	21.7	23.1	2.696	2.695	6.0	6.0
Wan SQ etal 2005_Direct and indirect effects of experimental warming on ecosystem carbon processes in a tallgrass prairie	soil_moisture		Nov. 1999-Jan. 2001	14	%DW	33.4	33.4	34.5			6.0	6.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_moisture	xeric site	Jan.1991-Aug.1991	7	% dry mass	18.1(% dry mass)	18.1	20.7	2.012	3.354	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_moisture	xeric site	Jan.1991-Aug.1992	19	% dry mass	25.7	25.7	28.4	1.565	3.578	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_moisture	mesic site	Jan.1991-Aug.1991	7	% dry mass	32.1	32.1	33.7	2.46	4.249	5.0	5.0
Shaw MR etal 2001_Response of nitrogen cycling to simulated climate change: differential responses along a subalpine ecotone	soil_moisture	mesic site	Jan.1991-Aug.1992	19	% dry mass	36.4	36.4	38	2.236	3.13	5.0	5.0
Peterjohn WT etal 1994_Responses of trace gas fluxes and N availability to experimentally elevated soil temperatures	soil_moisture	soil	Jul.1991-Jul.1991	1	%dry mass	29.069(%dry mass)	29.069	31.15	5.633	6.161	6.0	6.0
Peterjohn WT etal 1994_Responses of trace gas fluxes and N availability to experimentally elevated soil temperatures	soil_moisture	soil	Jul.1991-Aug.1991	2	%dry mass	31.771	31.771	36.508	6.158	8.794	6.0	6.0
Peterjohn WT etal 1994_Responses of trace gas fluxes and N availability to experimentally elevated soil temperatures	soil_moisture	soil	Jul.1991-Sep.1991	3	%dry mass	25.289	25.289	33.757	3.17	4.403	6.0	6.0
Peterjohn WT etal 1994_Responses of trace gas fluxes and N availability to experimentally elevated soil temperatures	soil_moisture	soil	Jul.1991-Oct.1991	4	%dry mass	35.959	35.959	47.299	5.282	5.28	6.0	6.0
Jamieson N etal 1998_Soil N dynamics in a natural calcareous grassland under a changing climate	soil_moisture		Nov.1993-spring 1997	39	gH2O/g dry soil	0.341(gH2O/g dry soil)	0.341	0.36	0.185	0.197	5.0	5.0
